,Bcl11b,Cadps2,Calb1,Calb2,Cck,Cdh13,Chodl,Chrm2,Cnr1,Col25a1,Cort,Cox6a2,Cplx2,Cpne5,Crh,Crhbp,Cryab,Cxcl14,Enpp2,Gabrd,Gad1,Gda,Grin3a,Hapln1,Htr3a,Id2,Kcnk2,Kctd12,Kit,Lamp5,Lhx6,Ndnf,Neurod6,Nos1,Nov,Npy2r,Nr4a2,Nrn1,Ntng1,Pcp4,Pde1a,Penk,Plcxd2,Plp1,Pnoc,Prkca,Pthlh,Pvalb,Rab3c,Rasgrf2,Reln,Rgs10,Rgs12,Rgs4,Satb1,Sema3c,Serpini1,Slc17a8,Snca,Sncg,Sst,Synpr,Tac1,Tac2,Th,Thsd7a,Trp53i11,Vip,Wfs1,Yjefn3
cell_80,0.023063985,0.921547678,0,0,0,1.272780195,0,0.004310545,2.784120723,0,0.000411966,0,4.787831133,0.041320139,0,0,0.78172913,0.001618283,6.05E-09,0,5.74E-24,0,0,0,0,0,0,0,0,0,0.031812197,0,0.00020633,1.08E-05,0,0,0,0,0,0.290777631,5.333518173,0,0.94346718,0.94261397,6.07E-09,1.086968625,0,0.000114282,3.42E-06,0,0.009083309,0.502440623,0,1.307533568,0.004451608,0,0.213907752,0.924236382,6.070176365,1.392611324,4.98E-19,0,0,0,0,0,1.706900015,0,0.929429992,0
cell_81,2.09E-07,2.95E-08,0,0.005431123,0,0.001132094,0,0,0.002899828,0,0,0,0.016523948,0.015923814,0,0,4.651160207,2.635416072,0.928594514,0,1.045371364,0,0,0,0,2.77E-06,0,0.001854119,0,0,0.247884284,0,0,0,0,0,0,0,0.001585455,0.089939325,0.544579382,0.882915649,0,6.935213309,0.037218466,0,0.330125329,0.070641633,0,0,0.045232305,0.123869399,0,0.953840173,0.089525251,0.000637086,0.008495687,0,8.08E-05,0.008379959,5.98E-06,0,5.89E-05,0,0,0.025721103,2.95E-07,0,0.029672019,0
cell_82,0,0.937408504,0,0.893561957,0.681355275,0.00013196,0,0,0,0,0,0,0.936475603,0,0,0,2.818898927,2.898947747,1.982424724,0,0,0,0.000422735,0,0,0.039940821,0,0.471866475,0,0,0.042091912,0,0,0,0,0,0,0,1.05E-05,0.904428794,0.963374029,1.96E-05,0,9.617985597,0,0,0,0,4.45E-07,0,0.013658993,9.37E-05,0.003876073,0.108604116,0,0.296706567,0,0,0.927533461,0.000328736,0,0.013644636,0,0,0,0,0,0,4.87E-05,0
cell_83,0,1.78E-05,0,0,0,0.004285875,0,0,0.630070258,0,0,0,0.895225381,0,0,0,1.5785153,5.536222117,0.002115567,0,1.408912693,0,0,0,0,2.868839588,0,0.180494216,0,0,1.88430844,0.021276525,0,0,0,0,0,0,2.98E-05,0.008979511,0.96041609,0,0,0.559097567,1.83E-05,4.19E-06,0,0,0,0,0.001120501,1.61849903,0,0.975672413,0.001382826,0.7153173,0,0,0.00111645,0.032385856,0.010328535,0,0,0,0,0,0,0,2.566083236,0
cell_84,0.470862929,3.965641561,0,0.00012925,0,5.417223648,0,0.913781221,4.186351228,0,0.762922091,0.005588028,0.200898451,4.79E-05,0,0,3.728816303,0.918069173,0.957826907,0,8.807277168,0,0.0102482,0,0,0,0,0,0,0,4.078124911,0,0,0,0,0,0,0,0,10.45905443,0.000136444,1.865484853,0.975380506,4.846660208,0,0,0,7.711635746,0.195002795,0,2.897661235,0.0025768,0,3.208854512,3.091071668,0.858042463,4.716844519,0,0.366707993,0.461156669,0.03043328,0,0,0,0,2.752403489,0.925276545,0,0.763530631,0
cell_85,0,0,0,0,0,0,0,0,0.715128945,0,0,0,2.23E-07,0,0,0,6.276663714,0.092112144,1.957639273,0,1.54E-12,0,0.139090549,0,0,0,0,0,0,0,2.25E-07,0,0,0,0,0,0,0,0,4.44E-09,0.000943987,0.927065311,0.003069565,15.87298448,0,0,0,7.33E-07,0,0,0,0,0,0,0.065294827,0,0.552594117,0,0,0.081354966,5.64E-09,8.18E-06,0,0,0,0,0,0,9.21E-05,0
cell_86,0,0.588491623,0,0,0,1.42E-05,0,0.000205068,0.627216124,0,0,0,1.96E-07,0,0,0,1.758383568,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16159711,0,0,0,0,0,0,0,0,0.00071096,4.77E-06,0.005706868,0,0.000315683,1.36E-05,0,0,1.17E-07,0,0,1.666488575,0.007483346,0,0.000909665,7.63E-06,0,2.04E-06,0,0.47161705,0.000993751,0,0,0,0,0,3.81E-05,5.16E-05,0,0,0
cell_87,0.901871473,0.793264311,0,0,0,4.75E-05,0,2.53E-06,8.869737597,0,0,0,6.083940622,1.15E-05,0,0,13.14757643,0,2.925814069,0,2.758135092,0,0,0.643982553,0,9.44E-05,0,9.21E-06,0.979905852,0,8.763000319,0.965521983,0,0,0,0,0,0,0,2.875118147,3.661454844,2.633181192,0.94337635,18.82294071,3.73E-06,0,0,5.490998183,0,0.000904863,4.914243976,1.996817593,0,0.953901953,8.455686242,1.739080665,0.847523461,0,0.001016388,0.156407895,2.78049668,0.002516646,0,0,0,0,0.00139038,0,0,0
cell_88,0,0.000120762,0,0,0,1.67E-10,0,0,7.95E-05,0,0,0,0.001051857,0,0,0,0.000186415,0.004908958,0,0,8.94E-06,0,0,0,0,5.93E-05,0,0.000553018,0,0,0.002946395,9.48E-09,0,0,0,0,0,0,0,0.75575873,0,1.163474037,0,0.017486024,0,0,0,0,0,0,1.724642263,0.187585012,0,0,4.99E-10,0,0.804755713,0,0.000169347,0,0,0,0.000261597,0,0,0.842456769,0,0,0,0
cell_89,0,0.004513599,0,0,0,0,0,4.72E-05,0.129413033,1.88E-11,0,0,0.258066376,0.005100067,0,0,6.639860444,0.854156652,2.960955231,0,0,0,0.001445469,0,0,0.431261312,0,0,0,0,0.126293755,0,0,0,0,0,0,0,0,0.263249724,0,0.002922104,0,3.014501191,0.065784512,0,0.601194484,0,0,0,0.945865718,0.024795183,0,0,0.088902165,0,0.096351844,0,0.014020075,0.02465106,0.027611169,0,0,0,0,0.920676216,0,0,0.086096258,0
cell_90,0,2.858548456,0,8.24E-09,1.20E-08,0.017236232,0,0,0,0,0,0,1.29E-05,0,0,0,0.003997538,1.836215288,0.000985816,0,3.33E-16,0,0.900884097,0,0,0.000245886,0,4.95E-14,0,0,1.791988489,0,0,0,0,0,0,0,0,1.601532757,0.988623837,0,0,1.778141427,0.000239116,0,0,0,0.043052776,0,0.939004592,1.049189687,0,0.255986781,0,2.45E-08,0,0.01748032,1.732292389,0.70619582,2.87E-12,0,0,0,0,0,0.935992642,0,0.777931451,0
cell_91,0,0.911184589,0,0,0,0,0,0,5.67E-05,0,0,0,1.020363702,0,0,0,1.616825671,2.682144561,1.054791835,0.059481225,0.000279425,0,0.118438726,0,0,0,0,0,0,0,2.709801432,0,0,0,0,0,0,0,0,0.302587818,6.70E-10,5.16E-05,2.01E-08,2.945340682,0,0,0.031833831,0,0,0,0,0,0,0,0.817706065,0,0.314926707,0,0,1.699995151,0.729451439,0,0,0,0,0,0,0,0.677701051,0
cell_92,0,0,0,7.51E-09,0,0.884883403,0,4.38E-07,0.889789701,0,0,3.39E-11,0.006769004,3.90E-06,0,0,1.954324189,3.768251392,0,0,0,0,0,0,0,0.779213435,0,0.324469704,0,0,1.71E-08,0,0,0,0,0,0,0,0.030851451,0.001062513,2.546667821,0.954968963,0,1.49E-07,0,0,0,0,0.018290102,0,0.893724933,8.63E-05,0,0.119022038,0.851496495,0,0,0,0.617061633,0.895679054,0,0,0.620630237,0.27546211,0,0.903178332,0,0,0,0
cell_93,0,0.96609611,0,0,0,0,0,0,9.65E-09,0,0,0,1.24E-06,0,0,0,8.959996357,0.074164325,6.956839175,0,7.26E-06,0,0.004011638,0,0,0,0,0,0,0,0.953118652,0,0,0,0,0,0,0,0,1.49E-05,0.002721589,0,0,10.98767268,0.95689159,1.47E-13,0,0,0.188762374,0,0,0.022622809,0,2.64E-08,1.82E-12,0,0,0,0.002374901,0.00854606,0.004234371,0,0,0,0,0,0.01259633,0,8.70E-11,0
cell_94,0.002749654,0.967892419,0,0,0,0.814688524,0,0.822016563,0.229608872,0,0,0,4.193494305,0.972155713,0,0,0.024615844,0.001001896,2.82E-05,0,0.905053917,0,0,0,0,0.250174518,0,0.86305647,1.08E-05,0,9.992311369,3.62E-07,0,0,0,8.10E-08,0,0,0,4.751028323,3.846399388,0.002876115,6.90E-09,0.931749593,4.954967047,0,0,0.235009383,0,0.598891036,0.948338603,3.657616245,0,5.975202106,5.92563902,1.802960218,0.001097408,3.29E-07,4.893510882,2.60614305,3.871438337,0.586252962,0,0,0,0,0.953585759,0,0,0
cell_95,0,0,0,0,0,0,0,0.496527034,1.422177689,0,0,0,1.526825994,0.038892632,0,0,0.98744568,5.566971673,0.000120781,0,0,0,0.142619437,0,0,1.952569517,0,1.05E-07,0,0,1.014069247,0,0,0,0,0,0,0,0,0.174904432,0,0.75153927,0,1.911890061,0.130703227,0,0,0,0,0,0.010106209,1.332869073,0,0,0.023756739,0,0.101879673,0,0.231816552,0,0.029558871,0,0.084522716,0,0,0.001228514,0,0,0.725404609,0
cell_96,0.003622181,0.15986191,0,0,0,0,0,0,0.004953764,0,0,0,0.044322563,0,0,0,0.000711812,0,0,0,0.011519218,0,0.002461987,0,0,0,0,0,0.000104249,0,0.006082264,0,0,0,0,0,0,0,0,0.008025243,0.008897691,0.002799552,0.031471827,0.707221193,0,0,0,0.038457361,0,0,0.006413073,0,0,0.670705082,0,0.00873971,0,0,0,1.21E-11,0,0,0,0,0,0,0.579396196,0,0.013049056,0
cell_97,0,1.745081721,0,0.000378851,0,1.609034022,0,0.909284155,2.233979365,0,0,0,5.53E-06,0,0,0,0.10059201,1.32E-29,0.783424035,0,5.601644995,0,0,0,0,1.47E-08,0,1.63E-05,0,0,1.629295041,0,0,0,0,0,0,0,0.238491382,4.762685241,4.20E-07,1.499325602,0.463408456,0.192414408,0,1.484626329,0,6.606947722,0.001639616,0,1.929088488,0.570156139,0,4.68E-05,1.06E-11,0.694601651,1.962653485,0,1.57E-19,0.208352644,0.957000782,0,0,0,0,0.855740827,0.933202499,0,0,0
cell_98,0,0.934799574,0,0,0,5.62E-05,0,3.12E-06,0.163723364,0,0,0,0.001546994,0,0,0,0.968027706,0.871910822,0.133846474,0,0.006674338,0,0,0,0,1.28E-06,0,0.686065004,0,0,2.527749249,0,0,0,0,0,0,0,0.643909534,0.001164076,0,1.805669774,0.070645757,2.526345814,0,2.230844339,0,0.092125375,2.64E-11,0,0.13959068,0.223894334,0,0.919419191,0,0.000284633,0.909690596,0,0,8.45E-05,0.028246546,0,0,0,0,0.065880747,5.56E-06,0,0,0
cell_99,0,0.006896926,0,0,0,0,0,0.438045831,0.276586926,0,0,0,2.050751379,0.932899021,0,0,0.258604604,0.467582474,0.005587231,0.002971733,0,0,0.823855936,0,0,0.011594247,0,0,0,0,2.930700402,0,0,0,0,0,0,0,0,2.510268309,0,0.207452277,0,0.017280014,3.76254644,0,0.12271669,0,0,0,0.004827478,1.572772678,0,5.15E-08,6.726638614,0,2.38142623,0,1.722865453,0.003148744,2.913569551,0,0,0,0,0.004401531,0,0,0.321119376,0
cell_100,0,4.99E-12,0,5.36E-11,1.86E-08,7.71E-07,0,0,0,0,0,0,1.93E-13,0,0,0,0.006077898,1.32E-11,0.012831496,0,1.73E-07,0,0,0,0,0.000107274,0,0.00068104,0.718685238,0,0,0.055391323,0,0,0,0,0,0,0,2.77E-08,0.001210719,0,0,0.031174076,0,0,0,6.92E-07,0,0,0.033511888,2.15E-09,5.50E-18,0.02104236,0.789399566,0,0,0,5.30E-09,9.69E-19,0,9.40E-17,0,0,0,0,9.78E-12,0,0,0
cell_101,0,0,0,0.00067286,0,5.96E-21,0,0,6.15E-05,0,0.000393406,0,0.001315838,0,0,0,3.52E-20,3.46E-17,0.002829902,0,0,0,0,0.000823005,0,0.805421113,0,0.836461624,0,0,0,0.488362537,0,0,0,0,0,0.00080908,1.49E-10,4.25E-06,1.98E-21,0.002685443,0,0.000454231,0.000161695,0,0,0.366561073,0,0,0.670155714,0.003335336,2.64E-09,0.000146222,0.009577478,0,0,0,0,6.29E-22,0,9.44E-09,1.66E-17,3.68E-14,0,1.32E-17,0,0,0,0
cell_102,0,0.68569576,0,0.090665807,0,0.343169801,0,0.066446556,0.353988401,0,0,0,0.000102025,0,0,0,2.889037522,8.57E-05,3.851784765,0,0.304120203,0,0,0,0,0.014662024,0,0,0,0,0.013681419,0,0,0,0,0,0,0,0.000110758,0.205472949,2.82E-08,0.478681409,2.34E-05,9.050894819,0,0.085918935,0,0.126622961,0.733658143,0,0.027567746,1.228074413,0,0,3.60E-16,0.167925247,0.036049392,0,0,0.511860048,0.773648983,0,0,0,0,0.000203869,0.039563419,0,0,0
cell_103,0,0,0,0,0,0,0,0,0.748741203,0,0,0,0.001864331,0,0,0,9.263728963,0.14103949,2.092127419,0,0.042911959,0,0,0,0,0.466366662,0,0,3.43E-07,0,0.249687901,3.11E-06,0,0,0,0,0,0,0.006999166,0.959272086,0.191306033,0.00043817,0.936702846,11.78429015,0,0,0,0.289507278,0,0,0.002502607,0.005750509,0,0.001023543,0.245917913,4.53E-06,0.001369962,0,0.000162702,8.90E-06,0.026658647,0,0,0,0,0,0,0,0,0
cell_104,0,0,0,0.000106702,0,3.29E-05,0,0.000587312,0.968637506,0,0,0,1.17E-11,0,0,0,8.977945591,1.961795586,4.637181087,0,1.091024419,0,0.000442268,0,0,0,0,5.42E-07,0,0,0.70404266,0,0,0,0,0,0,0,0,2.940797885,9.05E-08,0.000238836,4.88E-05,16.93597741,3.66E-05,0,0,0.052496605,0,0,0,0.036110944,0,1.18E-05,0.000120377,0,0.001318674,0,5.08E-15,0.156247308,0.000383033,0.002331087,0,0,0,0,0,0,0.344740135,0
cell_105,0.97776519,3.118866845,0,1.69E-08,0,1.671171826,0,2.86E-08,1.138653556,0.001920254,0,0,4.454028083,0,0,0,0.001127558,0.000163338,0.050127876,0,12.08976584,0,2.30028676,0,0,3.10E-07,0,0.766332922,1.730819723,0,3.560374156,4.41E-08,0,0,0,0,0,0,1.18E-07,2.953373233,1.927788068,0.906002108,0.936691354,0.073880051,0,0.260864569,0,3.785232307,0,0,2.46E-09,0.753519899,0,3.242898388,1.92E-06,3.235090134,2.77E-06,0,0.091901737,0,0,0.01983209,0,0,0,0,1.250194288,0,0.939100391,0
